type,prompt,completion,url
CPAP Product Tips,How do I get the right fit on my AirFit N20 Classic nasal mask?,"Follow these steps to get the right fit.
Release lower headgear straps.
Hold the mask against your face and pull the headgear over your head.
Bring lower straps below your ears and loop into mask frame.
Adjust Velcro tabs on upper headgear straps.
Adjust Velcro tabs on lower headgear straps.
Connect device tubing to mask elbow.
Connect elbow to mask.
Switch on therapy device.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-n20c/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-get-the-right-fit-on-my-airfit-n20-classic-nasal-mask
CPAP Product Tips,How do I disassemble and assemble my AirFit N20 Classic nasal mask?,"Refer to User Guide for full instructions.
Push cushion into frame. Cushion size indicator should face downwards.
Attach top straps to mask frame.
Attach elbow.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-n20c/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-disassemble-and-assemble-my-airfit-n20-classic-nasal-mask
CPAP Product Tips,How do I clean my AirFit P30i nasal pillows mask daily?,"Follow these steps to clean your mask daily. 
Take the cushion off the frame as per disassembly instructions.
Soak the cushion in warm water and a mild liquid detergent, and ensure there are no air bubbles while soaking.
Hand wash the cushion with a soft bristle brush, paying extra attention to the vent holes.
Rinse the cushion thoroughly under running tap water.
Shake the cushion to remove excess water.
Leave the cushion to air dry away from direct sunlight.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-p30i/
user guide
.
 ",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-my-airfit-p30i-nasal-pillows-mask-daily
CPAP Product Tips,Any tips on managing mask leak with the AirFit N20 Classic nasal mask?,"Leak often occurs when your mask’s seal is compromised by movement, incorrect fitting or improper sizing.
 
To find a leak, run your finger along the edge of your mask seal until you can feel air escaping.
Leak in the upper part of your mask can be resolved by adjusting the upper straps.
Leak in the lower part of the mask can be resolved by adjusting the lower straps.
If leak persists, reseal by briefly pulling your mask away from your face and letting your cushion re inflate.
If these steps do not resolve the leak, you may need a different size cushion. Try using our 
https://support.resmed.com/en-au/masks/airfit-n20c/
sizing guide
 or speaking to your ResMed Authorised Dealer about different size masks.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-n20c/
user guide
.",https://www.resmed.com.au/knowledge-hub/any-tips-on-managing-mask-leak-with-the-airfit-n20-classic-nasal-mask
CPAP Product Tips,How do I disconnect and reconnect the vent on my AirFit P30i nasal pillows mask?,"Follow these steps to setup and disconnect your mask.
To disconnect the vent, gently pull the nasal pillows piece away and slide the vent out.
To reconnect the vent, align the notch on the nasal pillows piece with the groove on the vent, and then gently pull the nasal pillows piece over the vent.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-p30i/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-disconnect-and-reconnect-the-vent-on-my-airfit-p30i-nasal-pillows-mask
CPAP Product Tips,How do I disassemble and assemble my AirFit P30i nasal pillows mask?,"Follow these steps to setup and disassemble your mask.
Ensure you have all the mask components and parts together.
Connect the elbow to the top of the frame until it clicks in.
Insert the headgear straps into the frame and fold the fastening tabs back to secure.
Insert the ends of the frame into the cushion while ensuring that the arrows present on both the cushion and frame are aligned.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-p30i/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-disassemble-and-assemble-my-airfit-p30i-nasal-pillows-mask
CPAP Product Tips,How do I clean my AirFit N20 Classic nasal mask weekly?,"Follow these steps to thoroughly clean your mask weekly.
Disassemble mask.
Soak headgear and frame in warm water (approximately 30°C) using a mild liquid detergent (such as dishwashing liquid) for up to ten minutes. Do not use strong chemicals. To ensure a thorough clean, squeeze headgear under water.
Rinse components under warm running water. Squeeze headgear repeatedly to rinse out detergent.
Inspect each component to ensure it is clean and free of detergent residue. Wash and rinse again if necessary.
Squeeze headgear to remove excess water.
Leave components to air dry out of direct sunlight.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-n20c/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-my-airfit-n20-classic-nasal-mask-weekly
CPAP Product Tips,How do I clean my AirFit N20 Classic nasal mask daily?,"Follow these steps to thoroughly clean your mask every day.
Disassemble mask.
Soak cushion and elbow in warm water (approximately 30°C) using mild liquid detergent (such as dishwashing liquid) for up to ten minutes. Do not use strong chemicals. To ensure a thorough clean, shake components in water.
Clean components with a soft bristle brush.
Rinse components under warm running water.
Inspect each component to ensure it is clean and free of detergent residue. Wash and rinse again if necessary.
Leave components to air dry out of direct sunlight.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-n20c/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-my-airfit-n20-classic-nasal-mask-daily
CPAP Product Tips,How do I start my therapy on my AirMini machine?,"Follow these steps to begin your therapy.
Enter the Sleep screen by pressing on Sleep on the Navigation tab.
The Sleep screen is split into two tabs, Therapy and Mask Fit. You can toggle between the Therapy screen, to access comfort settings, and the Mask Fit screen, to check for air leaks around your mask.
To start therapy, press start on your Therapy screen.
To stop therapy, press stop from the same menu.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/sleep-devices/airmini/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-start-my-therapy-on-my-airmini-machine
CPAP Product Tips,How do I setup my AirMini machine?,"Follow these steps to setup your AirMini machine.
Plug the power supply unit into your machine and then into the power outlet.
Connect the grey end of the air tubing to your machine.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/sleep-devices/airmini/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-setup-my-airmini-machine
CPAP Product Tips,Can I add humidification to my AirMini machine?,"Yes you can. For AirFit N20 or AirFit P10 for AirMini only.
To use the optional HumidX or HumidX, twist open the connector.
Insert the HumidX or HumidX Plus them inside, with the blue or grey side facing down towards the tube.
Close the connector by twisting its ends back together until they lock into place.
Steps to add my humidifier
To insert the optional HumidX / HumidX Plus, for N20 or AirFit P10 for AirMini users, open the connector by gently twisting.
Grip the HumidX / HumidX Plus at the edges, with blue / grey side facing down towards the tube, and place it inside.
Close the connector by twisting its ends back together until they lock into place.
HumidX and HumidX Plus must be discarded and replaced within 30 days after opening the HumidX / HumidX Plus packaging.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/sleep-devices/airmini/
user guide
.",https://www.resmed.com.au/knowledge-hub/can-i-add-humidification-to-my-airmini-machine
CPAP Product Tips,How do I clean my AirFit F30 full face mask daily?,"Follow these steps to clean your mask daily.
The QuietAir elbow, mask frame and ultra-compact cushion should be cleaned after each use.
Follow the 
https://www.resmed.com.au/know/how-do-i-disassemble-and-assemble-my-airfit-f30-cpap-mask
mask disassembly instructions
.
Soak the mask components in warm water and a mild liquid detergent. Ensure there are no air bubbles while soaking.
Shake the mask components vigorously in the water for at least one minute and then hand wash with a soft bristle brush. Pay particular attention to cleaning the rotatable elbow, vent holes, frame where the arms connect, and inside and outside the frame where the elbow connects.
Rinse the mask components thoroughly under running tap water.
Leave the mask components to air dry away from direct sunlight.
Repeat the daily cleaning steps if the mask components are not visibly clean.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/masks/airfit-f30/
user guide
.",https://www.resmed.com.au/knowledge-hub/how-do-i-clean-my-airfit-f30-full-face-mask-daily
CPAP Product Tips,Can I adjust my comfort settings on the AirMini machine?,"Follow these steps to adjust your comfort settings.
Enter the Sleep screen and click on options in the Therapy screen.
Tap the setting you wish to adjust.
Use the spinner or switches to select the required setting.
Do this process for as many settings as needed.
These instructions are for general information purpose only. For full details consult the 
https://support.resmed.com/en-au/sleep-devices/airmini/
user guide
.",https://www.resmed.com.au/knowledge-hub/can-i-adjust-my-comfort-settings-on-the-airmini-machine
CPAP Product Tips,Why and how often should I replace my mask headgear?,"You may need to replace your headgear occasionally.
It may become stretched or lose its elasticity, leading to over-tightening and discomfort. Taking good care of your mask headgear is an important step towards better therapy outcomes. Similar to your mask cushion, please refer to your 
https://support.resmed.com/en-au/
mask user guide
 for specific guidelines on inspecting and replacing your headgear.",https://www.resmed.com.au/knowledge-hub/why-and-how-often-should-i-replace-my-mask-headgear
CPAP Product Tips,What does it mean if there is a sad face next to 'mask seal' in my Sleep Report?,"This means that there is a high amount of air leaking from your mask.
This can be due to a poor mask fit or incorrect sizing.
Refer to your mask user guide for complete fitting instructions. User guides can be 
https://support.resmed.com/en-au/
located here
. 
If you are unhappy with the masks/sizes you have, please contact your place of purchase for assistance.
If you purchased through ResMed.com.au, you can contact us on 1800 737 633 to arrange alternative options.",https://www.resmed.com.au/knowledge-hub/what-does-it-mean-if-there-is-a-sad-face-next-to-mask-seal-in-my-sleep-report
CPAP Product Tips,What is the best way to clean my CPAP products?,"Regular care of your CPAP equipment is very important to ensure a healthy therapy journey.
Regular care and checking of your equipment helps to ensure you’re getting the most from your CPAP therapy. We’ve added some guidelines to help you on the right track. However, please do always check your user guide for detailed information on caring for your CPAP, APAP or bilevel sleep apnea machines and CPAP masks. One thing you should continue to do now is to not only clean your mask before every use but also your hands every time you take it on and off.
We also have a step-by-step video guide in our patient support library on how to clean your mask. Select your products in the library and please follow the steps to ensure a thorough clean of your CPAP mask and machine.
For more information please visit our 
https://support.resmed.com/en-au/
resource centre
.",https://www.resmed.com.au/knowledge-hub/what-is-the-best-way-to-clean-my-cpap-products
CPAP Product Tips,"What's the difference between the nasal pillow mask, nasal mask or full face mask?","It varies in size and style of mask, but the main difference is the area of your face that is covered.
There are variations in each size and style of mask, but the main differences are what areas of your face are covered. A 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/nasal-pillow-cpap-masks/
nasal pillows mask
 rests at the entrance of your nostrils, a 
https://shop.resmed.com.au/sleep-apnea/cpap-masks/cpap-nasal-masks/
nasal mask
 covers the nose and a full face mask covers the nose and mouth.
The mask type that best suits you depends greatly on personal needs and preferences. Some things that you may want to take into consideration are your facial anatomy, facial hair, whether or not you're claustrophobic, and if you have any sinus or nasal issues.
Each mask has its own benefits and we recommend you see your Sleep Coach or 
https://www.resmed.com.au/store-finder
ResMed Authorised Dealer
 to try on various mask styles and decide which is best for you. ",https://www.resmed.com.au/knowledge-hub/whats-the-difference-between-the-nasal-pillow-mask-nasal-mask-or-full-face-mask
CPAP Product Tips,How often should you replace your CPAP machine?,"Your CPAP machine can be replaced every two years.
Your CPAP machine can be replaced every 2 years. However, if you are concerned that your device is not working, please contact your local ResMed accredited outlet to discuss a possible replacement. ",https://www.resmed.com.au/knowledge-hub/how-often-should-you-replace-your-cpap-machine
CPAP Product Tips,How do I maintain my AirTouch F20 full face mask?,"To maintain optimum therapy performance, your mask should be checked regularly for signs of damage and deterioration.
 
When cleaning your mask, you should also check each component for damage. Your cushion, frame, tubing, elbow and headgear should all be regularly checked for cracks and tears.
If any component of your mask is cracked or torn, it may be damaged and in need of replacement.
To ensure optimum comfort and seal, we recommend regularly replenishing your AirTouch F20 mask cushion every month.
https://shop.resmed.com.au/resmed-airtouch-f20-cushion-3pk/
Browse the AirTouch F20 cushions on the ResMed Online Store
. ",https://www.resmed.com.au/knowledge-hub/how-do-i-maintain-my-airtouch-f20-full-face-mask
CPAP Product Tips,How wide is the CPAP pillow?,"It is approximately 70cms.
The CPAP pillows are about the same width as a standard pillow (approx 70cms) and will fit your regular pillow case.",https://www.resmed.com.au/knowledge-hub/how-wide-is-the-cpap-pillow
CPAP Product Tips,Will I be able to roll over while wearing the AirFit N30i nasal cradle mask?,"AirFit N30i is designed to allow freedom of movement.
The AirFit N30i is designed to provide freedom of movement so you can sleep in the position you find most comfortable, including your side and stomach. The curvature of the cushion and the grip from the SpringFit frame will assist in keeping the mask in place under your nose as you move.",https://www.resmed.com.au/knowledge-hub/will-i-be-able-to-roll-over-while-wearing-the-airfit-n30i-nasal-cradle-mask
CPAP Product Tips,Is the AirFit N30i CPAP mask available in both the nasal and the full face mask?,"Only available with the nasal cradle cushion.
The AirFit N30i is only available with the nasal cradle cushion.",https://www.resmed.com.au/knowledge-hub/is-the-airfit-n30i-cpap-mask-available-in-both-the-nasal-and-the-full-face-mask
CPAP Product Tips,Is the therapy delivered by the AirFit N30i CPAP mask the same as a mask with the tube at the front?,"The AirFit N30i delivers therapy from a wide variety of sleeping positions.
Even when you are lying on your side, when air flow could potentially be reduced through one side of the frame, the mask will still continue delivering the prescribed therapy by compensating through the other side.",https://www.resmed.com.au/knowledge-hub/is-the-therapy-delivered-by-the-airfit-n30i-cpap-mask-the-same-as-a-mask-with-the-tube-at-the-front
CPAP Product Tips,Does the AirFit N30i make more noise than other CPAP masks? Will it keep my partner awake if we are sleeping close to each other?,"The sound level of the AirFit N30i is within the same range as other ResMed nasal masks.
Conductive noise through the mask may be heard by some users, however, other users tell us they prefer the freedom of movement and less obtrusive top-of-the-head tube design of AirFit N30i over masks with tubes at the front.",https://www.resmed.com.au/knowledge-hub/does-the-airfit-n30i-make-more-noise-than-other-cpap-masks-will-it-keep-my-partner-awake-if-we-are-sleeping-close-to-each-other
CPAP Product Tips,Can I use a chin strap with the AirFit N30i CPAP mask?,"Yes, a chin strap may be used with the AirFit N30i.
If using a chin strap, it should not occlude the frame (i.e. it can be used under the mask frame). There is a risk of sub-optimal to no-therapy if both sides of the frame are occluded by the chin strap.",https://www.resmed.com.au/knowledge-hub/can-i-use-a-chin-strap-with-the-airfit-n30i-cpap-mask
CPAP Product Tips,How can you tell the difference between cushion sizes for the AirFit N30i nasal cradle mask?,"Follow the guidelines here.
Red S = Small
Blue M = Medium
Purple SW = Small wide
Grey W = Wide",https://www.resmed.com.au/knowledge-hub/how-can-you-tell-the-difference-between-cushion-sizes-for-the-airfit-n30i-nasal-cradle-mask
CPAP Product Tips,Is it more difficult to get the AirFit N30i CPAP mask on and off than other CPAP masks?,"The AirFit N30i was specifically designed to slide on and off quickly for an easy bedtime routine.
Pull the frame and headgear over your head until the elbow is positioned on top of your head. Place the cushion under your nose, and then adjust the headgear as necessary. To connect the tubing, pinch the side buttons on the quick-release elbow to remove it from the mask. Insert the tubing and reconnect the elbow to the mask. The quick-release elbow makes it easy to disconnect the mask from the tubing if you need to get up at night.",https://www.resmed.com.au/knowledge-hub/is-it-more-difficult-to-get-the-airfit-n30i-cpap-mask-on-and-off-than-other-cpap-masks
CPAP Product Tips,When should I replace my HumidX and HumidX Plus humidifier?,"Every 30 days. Check for signs of damage.
Check your HumidX or HumidX Plus daily for signs of damage or blockages caused by dirt and dust. They cannot be washed.
HumidX and HumidX Plus must be replaced within 30 days after opening the packaging or if there are signs of damage.
https://shop.resmed.com.au/sleep-apnea/cpap-machines/humidifiers/
Browse our HumidX and HumidX plus on the ResMed Online Shop",https://www.resmed.com.au/knowledge-hub/when-should-i-replace-my-humidx-and-humidx-plus-humidifier
CPAP Product Tips,What mask setting do I choose on my machine when used with AirFit N30i nasal cradle mask?,"Use the pillows setting.
The AirFit N30i will use the pillows setting for AirSense 10, AirCurve 10 and S9 machines.",https://www.resmed.com.au/knowledge-hub/what-mask-setting-do-i-choose-on-my-machine-when-used-with-airfit-n30i-nasal-cradle-mask
CPAP Product Tips,"What is ""The Dashboard"" on my AirMini machine?","It will provide you summary data and a sleep score of your recent therapy session.
Enter your Dashboard screen by pressing on Dashboard in the Navigation tab. If your AirMini machine is connected to the AirMini app, the Dashboard will provide you summary data and a sleep score for your recent therapy session.
You can also access previous days of sleep score information by clicking on the dropdown arrow next to the current date.
Tap on any therapy session to view your sleep score and sleep swadata for that date.",https://www.resmed.com.au/knowledge-hub/what-is-the-dashboard-on-my-airmini-machine
CPAP Product Tips,When should I replace my AirMini machine tubing?,"Tubing should be replaced every six months.
Check the AirMini tubing daily for any holes, tears or cracks.
The tubing should be replaced at least every six months or if there are signs of damage.
https://shop.resmed.com.au/sleep-apnea/cpap-accessories/cpap-tubing/
Browse our AirMini tubing on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/when-should-i-replace-my-airmini-machine-tubing
CPAP Product Tips,When should I replace my AirMini machine air filter?,"Follow these steps to ensure whether the air filter needs to be replaced.
Check the AirMini air filter for any holes, tears, cracks, or blockages caused by dirt or dust.
The air filter should be replaced at least every six months or if there are signs of damage. It cannot be washed.
To change the air filter, slide the air filter cover off and replace the old air filter with a new one.
Attach the air filter cover on again, and ensure it is fitted at all times to prevent water and dust from entering the machine.
https://shop.resmed.com.au/resmed-airmini-filters-12-pack/
Browse our AirMini air filters on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/when-should-i-replace-my-airmini-machine-air-filter
CPAP Product Tips,What does the red sad face next to ‘humidifier’ mean on my sleep report?,"This indicates that there is a fault with the humidifier. 
Please refer to the troubleshooting section in the user guide or phone 1800 737 633 for more information.",https://www.resmed.com.au/knowledge-hub/what-does-the-red-sad-face-next-to-humidifier-mean-on-my-sleep-report
CPAP Product Tips,I've heard that the humidifier tubs often leak - is this true?,"Humidifier tubs can leak as a result of improper use.
Please follow all instructions outlined in the user guide and advise your CPAP provider at the first sign of leakage
. ",https://www.resmed.com.au/knowledge-hub/ive-heard-that-the-humidifier-tubs-often-leak-is-this-true
CPAP Product Tips,What is a CPAP humidifier?,"A part that adds moisture to the air you breathe.
A 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/humidifiers/
humidifier
 is a part of a 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
CPAP machine
 that adds moisture to the air you breathe via a small heated tank of water. The humidified air helps to prevent a dry mouth during the night. Some CPAP machines may have humidifiers built-in, while others may use a separate part.
So... how does it work?
The bottom of your humidifier chamber has a metal plate that the machine heats up during the night. When the chamber is filled with water, the heat creates water vapor. The air that travels through the machine passes through the humidifier and collects the moisture and transports it up the tube.
Keep in mind that it is important to make sure that your humidifier and tube are cleaned regularly with warm, soapy water.",https://www.resmed.com.au/knowledge-hub/what-is-a-cpap-humidifier
CPAP Product Tips,How can using a humidifier improve the comfort of therapy?,"A humidifier can make your therapy more comfortable and relieve a dry mouth and throat.
Many people with sleep apnea wake with a dry mouth and throat, which can be very uncomfortable.
A humidifier chamber, which is filled with water, will heat up during the night and allow water vapor to travel up the tube and relieve those symptoms of a dry mouth and throat. This will make your therapy more comfortable and allow you to sleep well and Awaken Your Best!
If you don't have a humidifier, talk to your 
https://www.resmed.com.au/store-finder
ResMed Authorised Dealer
 about getting one.",https://www.resmed.com.au/knowledge-hub/how-can-using-a-humidifier-improve-the-comfort-of-therapy
CPAP Product Tips,What is 'rainout'?,"This is known as condensation and is also called ""rainout.""
If your room is cold, the warmed, humidified air hits the colder room temperature and cools. When air cools, the amount of humidity (water vapour) that it can hold is reduced, which causes the humidity to ""rain out.""",https://www.resmed.com.au/knowledge-hub/what-is-rainout
CPAP Product Tips,Why do I need a humidifier for my CPAP therapy?,"It helps prevent some side effects.
Humidifiers help prevent some of the side effects sometimes associated with positive airway pressure therapy, such as:
a dry mouth or nose
a blocked nose
breathing through your mouth rather than your nose
Humidifiers help by moistening and warming the air that's fed into your mask, so that it's more comfortable to breathe in. If you don't have a humidifier, talk to your 
https://www.resmed.com.au/store-finder
ResMed Authorised Dealer
 about getting one.",https://www.resmed.com.au/knowledge-hub/why-do-i-need-a-humidifier-for-my-cpap-therapy
CPAP Product Tips,"I've heard that wrapping the hose with fabric will help with ""rainout."" Is this true?","Yes it will.
Yes. Wrapping the hose can help to insulate your treatment air from the lower temperature of the room, reducing ""rainout."" The ResMed tubing wrap provides warmth and greater comfort while increasing the amount of humidity at the mask.",https://www.resmed.com.au/knowledge-hub/ive-heard-that-wrapping-the-hose-with-fabric-will-help-with-rainout.-is-this-true
CPAP Product Tips,Why does the HumidX need to be thrown away after 30 days of opening?,"It stores bacteria once you breathe through it.
If the HumidX was not used every day during the 30-day period or used only for a week, it must still be replaced. It is a manufacturing recommendation that it must be replaced at 30 days of opening. When you breathe through it, be it once or 10 times, it is storing bacteria hence the manufacturer recommendation.
https://shop.resmed.com.au/sleep-apnea/cpap-machines/humidifiers/
Browse our HumidX range on the ResMed Online Shop",https://www.resmed.com.au/knowledge-hub/why-does-the-humidx-need-to-be-thrown-away-after-30-days-of-opening
CPAP Product Tips,What type of water do I fill my humidifier with?,"Distilled water
We recommend that you fill your humidifier with distilled water.",https://www.resmed.com.au/knowledge-hub/what-type-of-water-do-i-fill-my-humidifier-with
CPAP Product Tips,Is the ResMed H5i Humidifier Chamber safe for the dishwasher?,"Yes it is dishwasher safe.
ResMed recommend that the disassembled tub lid, plate and base be washed on the delicate or glassware cycle (top shelf only).",https://www.resmed.com.au/knowledge-hub/is-the-resmed-h5i-humidifier-chamber-safe-for-the-dishwasher
CPAP Product Tips,What types of CPAP tubes are available?,"Some of the main CPAP tubes available are heated, standard and slim tubes.
Some of the main tubing options include:
Heated CPAP Tubes
: Heated tubes should only be attached if you’re planning on using a humidifier. When plugged into a machine, heated tubes help to vary warm air from the humidifier into your mask, and the warmth of the tube ensures that the heated air doesn’t cool off while it’s transported through the hose.
Standard CPAP Tubes
: Regular sized CPAP sleep tubes measure 22m in diameter and are suited to CPAP systems that do not contain humidifiers.
Slim CPAP Tubes
: Slimmer options such as 15mm tubes or ResMed SlimLine tubing. Many patients prefer a thinner tube because it is lighter and more responsive to movements throughout the night. A reduction in mask drag makes it easier for you to move naturally and comfortably in your sleep.
https://shop.resmed.com.au/sleep-apnea/cpap-accessories/cpap-tubing/
Browse our CPAP tubes available on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/what-types-of-cpap-tubes-are-available
CPAP Product Tips,How often should I clean the water tub in my humidifier?,"Recommended to wash on a daily basis.
On a daily basis, we recommend that you wash your water tub in warm water, using a mild detergent. Rinse thoroughly with clean water, and let dry away from direct sunlight.
On a monthly basis, we recommend that you inspect the water tub for wear and deterioration. Replace the water tub if any component has cracked, become cloudy or pitted. Clean any white powder or deposits in the water tub by using a solution of one part household vinegar to ten parts water.",https://www.resmed.com.au/knowledge-hub/how-often-should-i-clean-the-water-tub-in-my-humidifier
CPAP Product Tips,How much water should my humidifier use overnight?,"This will vary on a number of factors but on average an entire chamber of water will be used every 1-2 nights.
On average, people go through an entire chamber of water every 1-2 nights. However this may vary depending on a number of factors such as:
Temperature/humidity of your bedroom
Length of time your machine is being used for during the night
Pressure settings of your 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/
machine
Humidity level of your machine
If you find that the water in your humidifier is empty in the morning, then you can consider adjusting some of things mentioned above.
As always, is you require any support or assistance you can give us a call us on 1800 737 633 to talk to one of our friendly staff.",https://www.resmed.com.au/knowledge-hub/how-much-water-should-my-humidifier-use-overnight
CPAP Product Tips,What is CPAP tubing?,"CPAP tubing refers to the hose which runs from a sleep apnea machine to a CPAP mask.
The tube is an important component of a CPAP system, helping to facilitate the constant flow of pressurised air.
https://www.resmed.com.au/knowledge-hub/what-types-of-cpap-tubes-are-available
Types of tubes available.",https://www.resmed.com.au/knowledge-hub/what-is-cpap-tubing
CPAP Product Tips,How to clean CPAP tubing?,"To ensure that your CPAP tubing continues to operate at maximum capacity, regular and thorough cleaning is recommended.
Follow the step-by-step instructions below on how to clean CPAP tubing and guarantee the effectiveness of your treatment:
Fill the sink with a mix of warm water and mild liquid soap
Lay the tubing inside to allow water to clean the entire surface area
Rinse well and allow the hose to hang and air dry",https://www.resmed.com.au/knowledge-hub/how-to-clean-cpap-tubing
CPAP Product Tips,What is the ResMed PowerStation RPSII compatible with?,"It is compatible with all ResMed S9 & AirSense 10 CPAP machines.
The ResMed Power Station II is a 97w/hr Lithium Ion rechargeable battery, designed to power all ResMed S9 & AirSense 10 CPAP machines.
The RPSII Battery has it's own specific power cable which comes with the battery pack when purchased.
The RPSII and AirMini are not compatible. You cannot use the RPSII to power the AirMini, nor will the AirMini power supply charge the RPSII.",https://www.resmed.com.au/knowledge-hub/what-is-the-resmed-powerstation-rpsii-compatible-with
CPAP Product Tips,How does the machine know to adjust pressure in AutoSet mode?,"AutoSet devices automatically increase pressure as airway blockage starts to occur.
After you fall asleep and your pressure needs begin to vary, your 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/apap-machines/
AutoSet device
 responds to three separate parameters, based on the degree of airway blockage caused by your sleep apnea: inspiratory flow limitation, snore, and apnea. 
https://shop.resmed.com.au/sleep-apnea/cpap-machines/apap-machines/
AutoSet devices
 automatically increase pressure as airway blockage starts to occur in order to minimise the chances of it developing into apneas.",https://www.resmed.com.au/knowledge-hub/how-does-the-machine-know-to-adjust-pressure-in-autoset-mode
CPAP Product Tips,I've heard that APAP modes work only for people on low to moderate pressures. Is this true?,"Actually, the opposite is true.
AutoSet technology can provide greater benefits for people who need higher pressures.",https://www.resmed.com.au/knowledge-hub/ive-heard-that-apap-modes-work-only-for-people-on-low-to-moderate-pressures.-is-this-true
CPAP Product Tips,How does AutoSet handle hypopnea events?,"AutoSet devices only respond to hypopnea events when they're associated with airway blockage.
Hypopneas that are not associated with airway blockage cannot be treated with increased pressure, and as such an AutoSet device pressure will not increase in these cases. Talk to your doctor or 
https://www.resmed.com.au/store-finder
ResMed Authorised Dealer
 about which devices can treat hypopnea events.",https://www.resmed.com.au/knowledge-hub/how-does-autoset-handle-hypopnea-events
CPAP Product Tips,Is bisphenol A (BPA) used in the manufacture of ResMed machines and other equipment? Is it safe?,"As a manufacturer of medical machines, ResMed's products are subject to strict regulation.
ResMed must satisfy global regulators that every product is safe and effective for its intended use. One of the requirements in this regard is to demonstrate an appropriate level of biocompatibility for every material to which a patient is exposed. All ResMed machines are thoroughly tested to comply with ISO 10993-1, the international standard for the biological evaluation of medical machines. To this end, the biocompatibility of the polycarbonate in question has been tested and confirmed by ResMed.
ResMed remains confident in the safety of its polycarbonate products for their intended use.",https://www.resmed.com.au/knowledge-hub/is-bisphenol-a-bpa-used-in-the-manufacture-of-resmed-machines-and-other-equipment-is-it-safe
CPAP Product Tips,How fast does AutoSet evaluate and respond to changes?,"AutoSet assesses breathing and adjusts pressure according to a five-breath average.
AutoSet assesses breathing and adjusts pressure according to a five-breath average.",https://www.resmed.com.au/knowledge-hub/how-fast-does-autoset-evaluate-and-respond-to-changes
CPAP Product Tips,What are the benefits of using ResMed’s AutoSet (APAP) machines?,"AutoSet adjusts pressure on a breath-by-breath basis to suit your personal breathing needs throughout the night.
As a result, you receive the minimum pressure required for therapy, and these lower average pressures help to improve comfort.
https://shop.resmed.com.au/sleep-apnea/cpap-machines/apap-machines/
Browse our AutoSet (APAP) machines on the ResMed Online Shop.",https://www.resmed.com.au/knowledge-hub/what-are-the-benefits-of-using-resmeds-autoset-apap-machines
CPAP Product Tips,Will my sleep apnea machine be noisy?,"The noise should imitate that of a soft breathing sound.
Treatment should not be louder than a whisper - after all, you're supposed to be sleeping. The noise of the machine may fluctuate between inhalation and exhalation, but should mimic that of a soft breathing sound.
If your equipment is making loud noises, some of the parts might not be connected properly or it may need to be repaired. If you are hearing a hissing noise, check that all your equipment is connected properly and that there are no holes or deformities.
If you are hearing a grinding or whirring noise, please contact us on 1800 737 633 as your machine may need to be sent away for repair.",https://www.resmed.com.au/knowledge-hub/will-my-sleep-apnea-machine-be-noisy
