category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Sleep apnea,,ResMed Quattro™ Air Mask Headgear,"Replacement Headgear for ResMed Quattro Air Mask.
The Quattro Air replacement headgear is available in a smaller size.Comes in Small or Standard sizes.",80.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Quattro™ Air Mask Headgear,https://shop.resmed.com.au/resmed-quattro-air-mask-headgear/,False,5.0,1,Headgear|Sleep Apnea|CPAPMask|Quattro Air|ResMed,Accessory
Sleep apnea,,ResMed Quattro™ Mask Cushion with Clip,"Replacement Cushion and Clip for ResMed Quattro Mirage Full Face Mask.
",95.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Quattro™ Mask Cushion with Clip,https://shop.resmed.com.au/resmed-quattro-cushion-with-clip/,False,4.3,3,Cushion|Clip|Sleep Apnea|ResMed Quattro™|CPAP Mask,Accessory
Sleep apnea,,ResMed Mirage Quattro™ Mask Frame,"Replacement Frame for Mirage Quattro Full Face Mask.
",76.50,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Mirage Quattro™ Mask Frame,https://shop.resmed.com.au/resmed-mirage-quattro-mask-frame/,False,0.0,0,Headgear|Sleep Apnea|CPAP Mask|Mirage Quattro|Frame,Accessory
Sleep apnea,,ResMed AirFit™ N20 for Her Mask Headgear,"Replacement headgear for Her N20 nasal mask. Available in Standard size.
",65.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 for Her Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n20-mask-headgear-for-her/,False,4.8,6,Headgear|Sleep Apnea|CPAP Mask|ResMed AirFit™ N20|Standard Size,Accessory
Sleep apnea,,ResMed Mirage Quattro™ Mask Cushion Clip,"Replacement cushion clip for ResMed's Mirage Quattro Full Face mask.
This replaceable cushion clip comes in various sizes to better fit your face.Choose from X-Small, Small, Medium, or Large.",6.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Mirage Quattro™ Mask Cushion Clip,https://shop.resmed.com.au/resmed-mirage-quattro-cushion-clip/,False,0.0,0,Cushion Clip|Sleep Apnea|ResMed|Mirage Quattro|CPAP Mask,Accessory
Sleep apnea,SKU:63565,ResMed AirFit™ N20 Mask Elbow and Tube,"Replacement Elbow and Tube for ResMed's N20 Nasal CPAP Mask.
",65.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Mask Elbow and Tube,https://shop.resmed.com.au/resmed-airfit-n20-mask-elbow-and-tube/,False,4.1,10,Elbow and Tube|Sleep Apnea|CPAP|ResMed AirFit™ N20,Accessory
Sleep apnea,,ResMed AirTouch™ F20 Cushion (3 Pack),"Pack of 3 x soft, breathable, UltraSoft memory foam cushions for ResMed's AirTouch F20 or AirFit™ F20 full face mask.
The UltraSoft memory foam cushion for the AirTouch F20 full-face mask brings comfort to your CPAP therapy. This replaceable cushion adapts to your facial profile to deliver outstanding fit and seal, but remains breathable. The memory foam minimises contact pressure on your skin, reducing the likelihood of red facial marks on your skin.To ensure optimum comfort, it's recommended to replace the AirTouch UltraSoft memory foam cushion every 4 weeks.This pack includes 3 x UltraSoft memory foam cushions. These cushions can also be used with the AirFit F20 full face mask frame.",69.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirTouch™ F20 Cushion (3 Pack),https://shop.resmed.com.au/resmed-airtouch-f20-cushion-3pk/,False,4.4,223,Cushion|Sleep Apnea|CPAP|UltraSoft|Memory Foam|AirTouch F20|AirFit F20,Accessory
Sleep apnea,SKU:64126,ResMed AirFit™ F30 Full Face Mask,"Wake up in the morning without the tell-tale red marks across your nose.
The AirFit F30 mask cushion rests comfortably under your nose and not over it. Exhaled air is gently diffused to minimise noise, allowing you and your partner to have a more peaceful sleep. This is a mask with a modern look so you can rest well, and achieve a good night’s sleep.Key FeaturesSize OptionsAirFit F30 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",229.00,Home > Sleep apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F30 Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f30-full-face-mask/,True,4.1,21,Full Face Mask|ResMed AirFit™ F30|Sleep Apnea|Noise Reduction|Size Options,Product
Sleep apnea,,ResMed AirFit™ N20 for Her Nasal Mask,"This nasal mask is the female version of the AirFit N20. It's specifically crafted to provide a woman with a mask that fits her unique facial features and adapts to the way she sleeps.
Key FeaturesSize OptionsAirFit N20 For Her GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",209.00,Home > Sleep apnea > CPAP Masks > Nasal Masks > ResMed AirFit™ N20 for Her Nasal Mask,https://shop.resmed.com.au/resmed-airfit-n20-for-her-nasal-mask/,True,4.3,6,Nasal Mask|Sleep Apnea|ResMed AirFit™ N20|Size Options|AirFit N20 For Her Guides,Product
Sleep apnea,SKU:64161,ResMed AirFit™ F30 Mask Headgear,"Replacement headgear for the AirFit F30 full face mask.
High quality headgear for ResMed AirFit F30",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ F30 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-f30-headgear/,False,3.8,4,Headgear|Sleep Apnea|CPAP|AirFit F30,Accessory
Sleep apnea,SKU:63814,ResMed AirFit™ P30/N30 i Headgear,"Replacement headgear for the AirFit N30i or AirFit P30i CPAP mask.
Time to replace the headgear on your AirFit N30i or AirFit P30i mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste.Please note: not compatible with Airfit F30i",65.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P30/N30 i Headgear,https://shop.resmed.com.au/resmed-airfit-30i-headgear/,False,3.8,6,Headgear|Sleep Apnea|CPAP|AirFit|N30i|P30i,Accessory
Sleep apnea,SKU:64216,ResMed AirFit™ N30 Mask Headgear,"Replacement headgear for the AirFit N30 nasal cradle CPAP mask.
Time to replace the headgear on your AirFit N30 mask?Don't buy a whole new mask, simply replace worn parts to save money and reduce waste. ",60.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N30 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n30-mask-headgear/,False,3.8,12,Headgear|Sleep Apnea|CPAP|ResMed|AirFit N30,Accessory
Sleep apnea,SKU:38140,ResMed AirMini™ Automatic CPAP Machine,"ResMed Airmini is a portable travel CPAP device that can be used as an everyday CPAP machine. Ensure that you have the appropriate,
Please ensure that you have a compatible AirFit™ & AirTouch™ Mask listed below together with a setup pack to use with the AirMini.Compatible AirFit™ / AirTouch™ MaskRequired Setup Pack Enjoy the warmth and comfort of humidification without the hassle. ResMed's HumidX™ system delivers a similar level of humidification to our market-leading bedside devices*** with the added convenience of being a compact waterless system.** AirMini AppDownload the AirMini app on the  or .Features / CPAP MachineAirSense 10 Elite FixedPressure CPAP MachineAirSense 10 Autoset Auto MachineAirSense 10 Autoset for HerAuto MachineAirMini Automatic CPAP MachineCPAP✓✓✓✓AutoSet ✓✓✓AutoSet for Her  ✓✓Cheyne-Stokes respiration detection✓✓✓✓Central apnea detection✓✓✓✓RERA reporting  ✓✓AutoSet algorithm with AutoSet Response ✓✓✓AutoRamp with sleep onset detection✓✓✓✓Advanced HumidAir technology✓✓✓ Enhanced Climate Control Auto✓✓✓ Waterless Humidification   ✓Expiratory Pressure Relief (EPR™)✓✓✓✓SmartStart™✓✓✓✓Aircraft use*✓✓✓✓Pressure: 4 to 20 cm H2O✓✓✓✓Sound pressure level26.6 dBA26.6 dBA26.6 dBA30dB withuncertainty of 2 dBAWeight1248g1248g1248g300gDimensions(Height x Depth x Width)116mm x 150mm x 255mm116mm x 150mm x 255mm116mm x 150mm x 255mm52mm x 84mm x 136mmMask Compatilibity**All MasksAll MasksAll MasksSelected ResMed MasksData Connectivity***Card to Cloud4G***4G***Bluetooth*ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.","1,565.00",Home > Sleep apnea > CPAP Machines > Travel Sized Machines > ResMed AirMini™ Automatic CPAP Machine,https://shop.resmed.com.au/ResMed-AirMini-Smallest-CPAP-AutoSet-Device/,True,4.8,4,CPAP Machine|Sleep Apnea|AirMini|HumidX|AirFit|AirTouch|AutoSet|AutoRamp|HumidAir|EPR|SmartStart|4G|Bluetooth,Product
Sleep apnea,,ResMed AirFit™ N20 Mask Cushion,"Replacement cushion for a ResMed AirFit N20 Nasal Mask. Available in Small, Medium, Large.
The AirFit N20 mask cushion features InfinitySeal silicone. It will move with you during the night providing a secure seal so you don't need to worry. Choose from Small, Medium or Large sizes. ",69.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ N20 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-n20-mask-cushion/,False,4.5,35,Cushion|Sleep Apnea|InfinitySeal|ResMed AirFit™ N20 Mask,Accessory
Sleep apnea,SKU:62129,ResMed Mirage FX For Her Headgear,"Replacement headgear for her Miraage FX
Mirage FX for Her features a form-fitting SoftEgde headgear which is flexible and light, with a contoured edge that's kind to your face. It comes in a stylish pink colour, smaller in size, to best fit your face.",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Mirage FX For Her Headgear,https://shop.resmed.com.au/resmed-mirage-fx-for-her-headgear/,False,0.0,0,Headgear|Sleep Apnea|CPAP Mask|SoftEdge|Contoured Edge|Stylish Pink,Accessory
Sleep apnea,SKU:61289,ResMed Mask Forehead Support Dial,"Replacement Forehead Dial for ResMed Mirage Micro Nasal CPAP Mask (Pack of 1).
",5.90,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Mask Forehead Support Dial,https://shop.resmed.com.au/resmed-mask-forehead-support-dial/,False,0.0,0,Forehead Dial|Sleep Apnea|CPAP Mask|ResMed Mask,Accessory
Sleep apnea,SKU:61286,ResMed Inlet Valve and Clip for Quattro,"Replacement Valve and Clip for ResMed Quattro Mask series.
",9.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Inlet Valve and Clip for Quattro,https://shop.resmed.com.au/resmed-inlet-valve-and-clip-for-quattro/,False,4.0,1,Quattro|Sleep Apnea|Valve|Clip|ResMed,Accessory
Sleep apnea,,ResMed Gecko Nasal Pad (10 pack),"Hypoallergenic, latex-free and fully washable, helps to reduce facial sores and mask leaks and improve overall comfort. Pack of 10.
These comfortable soft strips are placed across the nasal bridge to help reduce skin irritation and facial sores, minimize mask leak and improve overall mask comfort. Each pad lasts about a month. Daily cleaning required. The Gecko Pads are made from polymer gel composed of USP grade mineral oil. They are non-toxic, fully washable, hypoallergenic. They do not contain natural rubber latex, or silicone. Available in Large and Small sizes. Suitable for nasal and full face masks. ",199.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Gecko Nasal Pad (10 pack),https://shop.resmed.com.au/resmed-gecko-nasal-pad-10-pack/,False,4.7,3,Gecko Nasal Pad|Hypoallergenic|Latex-Free|Washable|Facial Sores|Mask Leaks|Comfort|USP Grade Mineral Oil|Non-Toxic|Large|Small|Nasal|Full Face Masks,Accessory
Sleep apnea,,ResMed Gecko Nasal Pad,"Hypoallergenic, latex-free and fully washable, helps to reduce facial sores and mask leaks and improve overall comfort.
These comfortable soft strips are placed across the nasal bridge to help reduce skin irritation and facial sores, minimize mask leak and improve overall mask comfort. Each pad lasts about a month. Daily cleaning required. The Gecko Pads are made from polymer gel composed of USP grade mineral oil. They are non-toxic, fully washable, hypoallergenic. They do not contain natural rubber latex, or silicone. Available in Large and Small sizes. Suitable for nasal and full face masks. ",25.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Gecko Nasal Pad,https://shop.resmed.com.au/resmed-gecko-nasal-pad/,False,2.9,15,Nasal Pad|Hypoallergenic|Latex-Free|Washable|Facial Sores|Mask Leaks|Comfort|USP Grade Mineral Oil|Non-Toxic|Silicone|Large|Small|Nasal|Full Face Masks,Accessory
Sleep apnea,SKU:61294,ResMed Elbow Assembly for Quattro CPAP Mask,"Replacement Elbow Assembly for ResMed Quattro Mirage Full Face Mask.
",39.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Elbow Assembly for Quattro CPAP Mask,https://shop.resmed.com.au/resmed-elbow-assembly-for-quattro-cpap-mask/,False,0.0,0,Elbow Assembly|Sleep Apnea|CPAP Mask|Quattro|ResMed,Accessory
Sleep apnea,SKU:38823,ResMed AirMini™ N20 Setup Kit (No Mask),"This setup pack enables you to connect your ResMed AirFit™ N20, AirFit N20 Classic or AirTouch™ N20 mask to the ResMed AirMini CPAP machine. It includes an AirMini N20 Connector, HumidX and HumidX Plus, and flexible AirMini tubing.
ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",75.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirMini™ N20 Setup Kit (No Mask),https://shop.resmed.com.au/resmed-airmini-n20-setup-kit/,True,0.0,0,Setup Kit|HumidX|HumidX Plus|AirMini Tubing|Sleep Apnea|CPAP Mask Parts,Accessory
Sleep apnea,SKU:61531,ResMed Swift™ FX Mask Backstrap,"Replacement Back Strap for ResMed Swift FX Nasal Pillows Mask.
Replacement backstrap for Swift FX headgear. ",40.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Backstrap,https://shop.resmed.com.au/resmed-swift-fx-backstrap/,False,3.3,3,Backstrap|Sleep Apnea|CPAP Mask|ResMed Swift™ FX,Accessory
Sleep apnea,SKU:61581,ResMed Swift™ FX Bella Mask Headgear Assembly,"Replacement Headgear Assembly for ResMed Swift FX Bella Nasal Pillows Mask.
Replacement Swift FX Bella headgear loops that wrap easily and gently around your ears, the Bella is simple to wear and easy to adjust. ",110.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Bella Mask Headgear Assembly,https://shop.resmed.com.au/resmed-swift-fx-bella-headgear-assembly/,False,0.0,0,Headgear|Sleep Apnea|CPAP Mask|Swift FX|Bella,Accessory
Sleep apnea,SKU:61282,ResMed Quattro™ Mask Elbow,"Replacement Elbow for ResMed Quattro Mask series.
",15.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Quattro™ Mask Elbow,https://shop.resmed.com.au/resmed-quattro-elbow/,False,3.0,1,Elbow|Sleep Apnea|CPAP|Quattro Mask,Accessory
Sleep apnea,SKU:62110,ResMed Mirage FX™ Mask Headgear,"Replacement headgear for Mirage FX
Mirage FX features a form-fitting SoftEgde headgear which is flexible and light, with a contoured edge that's kind to your face. ",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Mirage FX™ Mask Headgear,https://shop.resmed.com.au/mirage-fx-headgear/,False,4.0,2,Headgear|Sleep Apnea|CPAP Mask|ResMed|Mirage FX,Accessory
Sleep apnea,,REMZzz Nasal Padded Liners for Philips Masks,"RemZzz will help you and your mask become friends and acts as a barrier between the skin of your face and the silicone of your mask's cushion, virtually eliminating all of the most common problems associated with wearing a CPAP mask. And best of all, it's very comfortable! This pack includes liners for 30 nights.
RemZzz will help you and your mask become friends and acts as a barrier between the skin of your face and the silicone of your mask's cushion, virtually eliminating all of the most common problems associated with wearing a CPAP mask. And best of all, it's very comfortable! This pack includes liners for 30 nights.",50.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > REMZzz Nasal Padded Liners for Philips Masks,https://shop.resmed.com.au/remzzz-nasal-padded-liners-for-philips-masks/,False,4.0,1,Liners|CPAP Mask|Sleep Apnea|REMZzz|Philips Masks,Accessory
Sleep apnea,SKU:61529,ResMed Swift™ FX Mask Headgear,"Replacement headgear for ResMed Swift FX Nasal Pillows Mask.
Replacement headgear for the Swift FX Nasal Pillows mask that's easy to adjust. Once you set the straps to your fit they stay put where you want them. ",110.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Swift™ FX Mask Headgear,https://shop.resmed.com.au/resmed-swift-fx-headgear/,False,4.0,1,Headgear|Sleep Apnea|CPAPMask|Swift FX|Nasal Pillows,Accessory
Sleep apnea,SKU:62936,ResMed AirFit™ P10 for Her Mask Headgear,"Replacement pink “for Her” adjustable QuickFit™ headgear for the AirFit P10 or AirFit P10 for Her nasal pillows mask.
The adjustable QuickFit™ elastic headgear is designed to make AirFit P10 for Her easy to fit and adjust at home. The new single side-clip on the headgear provides added adjustability if needed. ",60.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ P10 for Her Mask Headgear,https://shop.resmed.com.au/resmed-airfit-p10-mask-headgear-for-her/,False,4.1,11,Headgear|Sleep Apnea|CPAP Mask|QuickFit|AirFit P10,Accessory
Sleep apnea,,ResMed AirFit™ P10 Mask Cushion,"These nasal pillow inserts are colour coded and have left and right orientation for quick and easy fitting.
",70.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed AirFit™ P10 Mask Cushion,https://shop.resmed.com.au/resmed-airfit-p10-pillow-insert/,False,4.3,19,Cushion|Sleep Apnea|CPAP|ResMed AirFit™ P10,Accessory
Sleep apnea,SKU:28226,ResMed Lumis™ 150 VPAP ST-A ventilator,"Lumis 150 VPAP ST-A is one of a series of ventilators for people with respiratory conditions who can breathe spontaneously but not efficiently enough. The Lumis 150 VPAP ST-A is easy to set up and use and features built-in wireless connectivity.*
Responds to your needsTwo therapy modes provide personalised ventilation to support your respiratory condition and automatically adapt to your changing needs while giving you the opportunity to breathe spontaneously.Comfortable, user friendly designEasy to navigate and use, Lumis can gradually and comfortably ramp the pressure up to your prescribed level, and down again at the end of the therapy session.Consistent humidificationWhen used with a HumidAir™ heated humidifier and ClimateLineAir™ heated tube, Lumis delivers humidification automatically. ",,Home > Sleep apnea > CPAP Machines > Bilevels and Bipaps > ResMed Lumis™ 150 VPAP ST-A ventilator,https://shop.resmed.com.au/resmed-lumis-150-vpap-st-a-ventilator/,False,0.0,0,Ventilator|Sleep Apnea|HumidAir|ClimateLineAir|Bilevels|Bipaps,Product
Sleep apnea,,ResMed AirFit™ F20 for Her Full Face Mask,"The ResMed AirFit F20 for Her full face mask is the female version of the AirFit F20. Designed specifically to give women a more personalised mask that better meets her unique facial features and adapts to the way she sleeps.
Key FeaturesSize OptionsAirFit F20 for Her GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",229.00,Home > Sleep apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F20 for Her Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f20-for-her-full-face-mask/,True,3.8,16,Full Face Mask|Sleep Apnea|ResMed AirFit™ F20|Size Options|AirFit F20 for Her Guides,Product
Sleep apnea,SKU:37438,ResMed AirCurve™ 10 CS PaceWave™ ASV Machine,"This adaptive servo-ventilator is specifically designed for people with breathing problems like central sleep apnea or a mixture of obstructive, central sleep apnea and/or periodic breathing. It features built-in wireless connectivity, enabling your health care practitioner to monitor your progress.
Adapts to your needs. The AirCurve 10 CS PaceWave can rapidly stabilise your breathing and blood oxygen levels, helping to improve sleep quality.Easy-Breathe pressure waveform mimics the wave shape of your normal breathing and replicates it for your breathing comfort. The AirCurve 10 CS PaceWave has a HumidAir™ humidifier and a ClimateLineAir™ heated air tube which are designed to automatically deliver optimal temperature and humidity, for a more comfortable experience.Call 1800 737 633 for more information.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ContraindicationsIf you suffer from any of the following pre-existing conditions please consult your doctor before using this device:It's recommended to read the  before using this device.",,Home > Sleep apnea > CPAP Machines > Bilevels and Bipaps > ResMed AirCurve™ 10 CS PaceWave™ ASV Machine,https://shop.resmed.com.au/resmed-aircurve-10-cs-pacewave-bi-level-machine/,True,0.0,0,Sleep Apnea|CPAP Machines|Bilevels|Bipaps|AirCurve 10 CS PaceWave|HumidAir|ClimateLineAir,Product
Sleep apnea,,ResMed Quattro™ FX Mask Headgear,"Replacement Headgear for ResMed Quattro FX Full Face Mask.
The Quattro FX's headgear is simple to fit on with a set-it-and-forget-it feature that keeps your settings in place saving you the hassle of constant adjustment before starting your therapy every night. ",79.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed Quattro™ FX Mask Headgear,https://shop.resmed.com.au/resmed-quattro-fx-mask-headgear/,False,4.8,5,Headgear|Sleep Apnea|CPAPMask|Quattro FX|ResMed,Accessory
Sleep apnea,SKU:38809,ResMed HumidX™ (3 Pack),"3 pack of HumidX capsules for use with AirMini™ compatible AirFit™ nasal and nasal pillows mask systems. Each one provides waterless humidification when used with a ResMed AirMini CPAP machine.
HumidX are small heat and moisture exchangers (HME) designed to provide you with a comfortable experience at home or on holiday.You can use HumidX in almost any climate or sleep environment.When you exhale, heat and moisture is stored within the HME's tiny paper ridges. When you inhale, this heat and moisture is released to humidify the air you breathe in.Each pack contains 3 capsules for use.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",35.00,Home > Sleep apnea > CPAP Accessories > Humidifiers > ResMed HumidX™ (3 Pack),https://shop.resmed.com.au/resmed-humidx-3-pack/,False,3.3,3,HumidX|Sleep Apnea|CPAP Accessories|Heat and Moisture Exchangers|HME,Accessory
Sleep apnea,SKU:62114,ResMed Mirage™ FX Mask Elbow,"Replacement Elbow Assembly for ResMed Mirage FX Mask.
The Mirage FX features a quick-release elbow that detaches from your device without the need to remove your mask, allowing you to freely move in and out of bed and easily reconnect to your device when you want. ",29.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed Mirage™ FX Mask Elbow,https://shop.resmed.com.au/mirage-fx-elbow/,False,4.4,5,Elbow|Sleep Apnea|CPAP|ResMed Mirage™ FX Mask,Accessory
Sleep apnea,SKU:63766,ResMed AirFit™ N20 Classic Mask Frame,"Replacement frame for the AirFit N20 Classic nasal mask.
The AirFit N20 Classic mask frame is designed to help you move freely during the night to provide you with uninterrupted therapy. ",75.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ N20 Classic Mask Frame,https://shop.resmed.com.au/resmed-airfit-n20-classic-mask-frame/,False,3.3,3,Mask Frame|Sleep Apnea|AirFit N20|CPAP Accessories|ResMed,Accessory
Sleep apnea,SKU:63270,ResMed AirFit™ N10 Mask Frame,"Enjoy reading in bed with the innovative under-eye design of The AirFit N10 mask frame
The AirFit N10 mask frame has been designed to leave a clear line of sight so you can enjoy reading or watching TV in bed as your therapy ramps up. (With optional fabric soft sleeves.)",85.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N10 Mask Frame,https://shop.resmed.com.au/airfit-n10-mask-frame/,False,3.7,3,Mask Frame|Sleep Apnea|AirFit N10|CPAP Mask Headgear|Soft Sleeves,Accessory
Sleep apnea,,ResMed Swift™ FX Mask Cushion,"Replacement Pillow for ResMed Swift FX Nasal Pillows Mask.
Move freely while you sleep - these replacement Swift FX pillows cushions are ultra-soft for a stable yet gentle fit and they attach to your device tubing with a flexible joint that doesn’t limit your movements. ",89.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Cushions > ResMed Swift™ FX Mask Cushion,https://shop.resmed.com.au/resmed-swift-fx-pillow-cushions/,False,0.0,0,Cushion|Sleep Apnea|CPAP|Swift FX|Mask,Accessory
Sleep apnea,,ResMed AirFit™ N20 Mask Headgear,"Replacement headgear for AirFit N20 nasal mask. Available in Small, Standard and Large sizes.
The replacement headgear for the AirFit N20 is made with SoftEdge fabric that offers a comfortable fit and stability. ",65.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Headgear > ResMed AirFit™ N20 Mask Headgear,https://shop.resmed.com.au/resmed-airfit-n20-mask-headgear/,False,4.2,26,Headgear|Sleep Apnea|CPAP Mask|SoftEdge|AirFit N20,Accessory
Sleep apnea,SKU:63765,ResMed AirFit™ N20 Classic Mask Elbow,"Replacement classic elbow to connect the tubing to your AirFit N20 mask.
The elbow accessory is used to connect your device tubing to your mask. ",30.00,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ N20 Classic Mask Elbow,https://shop.resmed.com.au/resmed-airfit-n20-classic-elbow/,False,0.0,0,Elbow|Sleep Apnea|CPAP Accessories|AirFit N20|Mask Parts,Accessory
Sleep health,,Bambi Cooltouch Pillow Protector,"Stay comfortable all year long with Bambi’s Cooltouch Active Flip Pillow Protector
Stay comfortable all year long with Bambi’s Cooltouch™ Active Flip Pillow Protector.This remarkable product is designed for all year-round comfort, as it features two different surfaces: on one side a silky soft TENCEL-blend fabric perfect for the cooler months and on the other, Bambi’s revolutionary CoolTouch Active fabric which gives cooling relief in the warmer months.This remarkable product has an upper layer of low heat-conducting natural MICA mineral fibres.Unlike many cooling products on the market, this product is not gel infused, rather the natural MICA mineral fibres are woven into the fabric, meaning the fabric stays cool to the touch, regardless of how many times it is used, or laundered.As you’d expect, the Flip Pillow Protector protects your pillow against stains, spills, dust mites and other nasties. It is also fully waterproof, asthma and allergy friendly and comes with Bambi’s 5 year product guarantee. The protector can be machine washed and tumble dried on a low heat.",39.00,Home > Sleep health > Pillows > Bambi Cooltouch Pillow Protector,https://shop.resmed.com.au/bambi-cooltouch-pillow-protector/,False,3.8,5,Pillow Protector|CoolTouch Active|MICA Mineral Fibres|Asthma and Allergy Friendly|5 Year Product Guarantee,Accessory
Sleep health,SKU:7078762,Contoured Eye Mask,"Block all light while you sleep with this comfortable contoured eye mask.
Block all light while you sleep with this comfortable eye mask.It's contoured so there’s no light leakage around your nose or pressure on your eyes.",20.00,Home > Sleep health > Fall Asleep Faster > Contoured Eye Mask,https://shop.resmed.com.au/contoured-eye-mask/,True,2.7,3,Eye Mask|Sleep Health|Light Block|Contoured|Fall Asleep Faster,Accessory
Sleep health,,Neptune Gravity Blanket,"The Neptune Blanket has been designed to have an even weight distribution. This allows it to apply deep pressure, in order to give you that 'hugged' feeling. The Neptune Blanket can be used in stressful situations or when you need to calm down and get some much needed rest.
The blanket is designed to be approximately 10% of your body weight. The non-toxic, environmentally friendly, glass beads provide the weight which is evenly distributed within the 7 layers of the Neptune blanket.The inner blankets are made with breathable cotton filled with a superior glass bead which keeps the blankets thin, quiet, safe and fully washable. With the smallest pocket squares the industry has to offer, the weight has extremely even distribution. The outer cover is created with the softest of ultra-plush minky which is very durable so you know that your blanket will last. There are three available weight selections: 5kg, 7kg and 9kg.WeightDimensions (cms)Weight Guide",239.00 - 259.00,Home > Sleep health > Fall Asleep Faster > Neptune Gravity Blanket,https://shop.resmed.com.au/neptune-blanket,True,0.0,0,Neptune Blanket|Weight|Sleep Health|Glass Beads|Ultra-Plush Minky|Fall Asleep Faster,Product
